index,speaker,speaker_name,topic,text
1189,clinton,,mediacre,"So if repeals it, our Medicare problem gets worse."
1190,trump,,b-clinton, Your husband disagrees with you.
1191,clinton,,healthcare, ... the long-term health care drivers.
1192,clinton,,misc,"We've got to get costs down, increase value, emphasize wellness."
1193,clinton,,misc,I have a plan for doing that.
1194,clinton,,misc,And I think that we will be able to get entitlement spending under control by with more resources and harder decisions.
1195,moderator,,misc," This is this is the final time, probably to both of your delight, that you're going to be on a stage together in this campaign."
1196,moderator,,misc,I would like to end it on a positive note.
1197,moderator,,misc,"You had not agreed to closing statements, but it seems to me in a funny way that might make it more interesting because you haven't prepared closing statements."
1198,moderator,,"america, election","So I'd like you each to take and we're going to put a clock up, a minute, as the final question in the final debate, to tell the American people why they should elect you to be the next president."
1199,moderator,,h-clinton,"Secretary Clinton, it's your turn to go first."
1200,clinton,,america," Well, I would like to say to everyone watching tonight that I'm reaching out to all Americans Democrats, Republicans, and independents because we need everybody to help make our country what it should be, to grow the economy, to make it fairer, to make it work for everyone."
1201,clinton,,america,"We need your talents, your skills, your commitments, your energy, your ambition."
1202,clinton,,past,"You know, I've been privileged to see the presidency up close."
1203,clinton,,america,And I know the awesome responsibility of protecting our country and the incredible opportunity of working to try to make life better for all of you.
1204,clinton,,children,I have made the cause of children and families really my life's work.
1205,clinton,,future,That's what my mission will be in the presidency.
1206,clinton,,misc,"I will stand up for families against powerful interests, against corporations."
1207,clinton,,"jobs, education","I will do everything that I can to make sure that you have good jobs, with rising incomes, that your kids have good educations from preschool through college."
1208,clinton,,election,I hope you will give me a chance to serve as your president.
1209,moderator,,"h-clinton, trump"," Secretary Clinton, thank you. Mr. Trump."
1210,trump,,economy, She's raising the money from the people she wants to control.
1211,trump,,misc,Doesn't work that way.
1212,trump,,election,"But when I started this campaign, I started it very strongly."
1213,trump,,america,It's called Make America Great Again.
1214,trump,,america,We're going to make America great.
1215,trump,,military,We have a depleted military.
1216,trump,,military,We have the greatest people on Earth in our military.
1217,trump,,military,We don't take care of our veterans.
1218,trump,,immigration,"We take care of illegal immigrants, people that come into the country illegally, better than we take care of our vets."
1219,trump,,misc,That can't happen.
1220,trump,,"women, police",Our policemen and women are disrespected.
1221,trump,,"justice, safety","We need law and order, but we need justice, too."
1222,trump,,inner-cities,Our inner cities are a disaster.
1223,trump,,crime,You get shot walking to the store.
1224,trump,,education,They have no education.
1225,trump,,jobs,They have no jobs.
1226,trump,,racism,I will do more for African-Americans and Latinos than she can ever do in 10 lifetimes.
1227,trump,,racism,"All she's done is talk to the African-Americans and to the Latinos, but they get the vote, and then they come back, they say, we'll see you in four years."
1228,trump,,america,"We are going to make America strong again, and we are going to make America great again, and it has to start now."
1229,trump,,obama,"We cannot take four more years of Barack Obama, and that's what you get when you get her."
1230,moderator,,h-clinton,"(APPLAUSE)  Secretary Clinton hold on just a moment, folks."
1231,moderator,,"h-clinton, trump","Secretary Clinton, Mr. Trump, I want to thank you both for participating in all three of these debates."
1232,moderator,,misc,That brings to an end this year's debates sponsored by the Commission on Presidential Debates.
1233,moderator,,misc,"We want to thank the University of Nevada, Las Vegas, and its students for having us."
1234,moderator,,election,Now the decision is up to you.
1235,moderator,,election,"While millions have already voted, Election Day, November 8th, is just 20 days away."
1236,moderator,,america,'ne thing everyone here can agree on: We hope you will go vote.
1237,moderator,,america,It is one of the honors and obligations of living in this great country.
1238,moderator,,misc,"Thank you, and good night."
